"","Make","Year","Kilometer","Fuel Type","Transmission","Owner","Seller Type","Engine","Power","Torque","Drivetrain","Length","Width","Height","SeatingCapacity","TankCapacity"
"238","Maruti Suzuki",2018,43,"Diesel","Automatic","First","Individual",1248,74,190,"FWD",3840,1735,1530,"5",37
"239","Hyundai",2013,107,"Diesel","Manual","First","Individual",1582,126,260,"FWD",4370,1700,1475,"5",43
"240","Mercedes-Benz",2021,13,"Petrol","Automatic","First","Individual",2996,362,520,"RWD",4702,1810,1434,">5",66
"241","Mercedes-Benz",2011,85,"Diesel","Automatic","Second","Individual",2143,203,500,"RWD",4868,1854,1471,"5",90
"242","Tata",2018,8.922,"Petrol","Automatic","First","Individual",1198,108,170,"FWD",3994,1811,1607,"5",44
"243","Maruti Suzuki",2013,47.8,"Petrol","Manual","First","Individual",796,47,69,"FWD",3395,1490,1475,"5",35
"244","Mahindra",2012,143,"Diesel","Manual","First","Individual",2179,140,330,"FWD",4585,1890,1785,"<5",70
"245","Tata",2019,68.758,"Diesel","Manual","First","Individual",1956,138,350,"FWD",4598,1894,1706,"5",50
"246","Honda",2015,72,"Diesel","Manual","Second","Individual",1498,99,200,"FWD",4386,1683,1603,"<5",42
"247","Tata",2022,7.5,"Petrol","Manual","First","Individual",1199,84,113,"FWD",3827,1742,1615,"5",37
"248","Maruti Suzuki",2012,37,"Petrol","Manual","Second","Individual",998,68,90,"FWD",3539,1495,1700,"5",35
"249","Hyundai",2016,22.402,"Petrol","Manual","First","Individual",1197,81,114,"FWD",3765,1660,1520,"5",43
"250","Honda",2019,12.382,"Petrol","Manual","First","Corporate",1497,117,145,"FWD",4440,1695,1495,"5",40
"251","Maruti Suzuki",2017,61,"Diesel","Manual","First","Individual",1248,74,190,"FWD",3995,1745,1500,"5",37
"252","Jaguar",2018,90.868,"Diesel","Automatic","First","Individual",1999,177,430,"AWD",4731,2071,1651,"5",82
"253","BMW",2015,84.7,"Diesel","Automatic","Second","Individual",2993,258,560,"AWD",4886,1938,1762,"5",52
"254","Land Rover",2022,22.01,"Petrol","Automatic","First","Individual",1997,296,400,"AWD",4879,2073,1803,"5",104
"255","Toyota",2015,72,"Diesel","Automatic","Second","Individual",2982,169,343,"AWD",4705,1840,1850,"<5",80
"256","Renault",2018,75.5,"Petrol","Manual","First","Individual",999,67,91,"FWD",3679,1579,1478,"5",28
"257","BMW",2018,25,"Diesel","Automatic","First","Individual",1995,188,400,"FWD",4439,1821,1612,"5",51
"258","Audi",2018,38,"Diesel","Automatic","First","Individual",1968,184,380,"AWD",4385,1831,1608,"5",64
"259","Maruti Suzuki",2009,39.586,"Petrol","Manual","First","Individual",1061,67,84,"FWD",3520,1475,1690,"5",35
"260","Hyundai",2018,33.647,"Petrol","Automatic","First","Individual",1197,82,115,"FWD",3985,1734,1505,"5",40
"261","Mahindra",2016,86,"Diesel","Manual","First","Individual",2179,138,330,"FWD",4585,1890,1785,"<5",70
"262","Hyundai",2018,57.847,"Petrol","Manual","First","Individual",1197,81,114,"FWD",3765,1660,1520,"5",43
"263","Maruti Suzuki",2016,74,"Petrol","Manual","First","Individual",1197,83,115,"FWD",3995,1695,1555,"5",42
"264","Porsche",2015,58,"Diesel","Automatic","First","Individual",2967,245,550,"AWD",4846,2155,1705,"5",85
"265","Nissan",2014,85,"Diesel","Manual","Second","Individual",1461,84,200,"FWD",4331,1822,1671,"5",50
"266","Renault",2016,26,"Petrol","Manual","First","Individual",999,67,91,"FWD",3679,1579,1478,"5",28
"267","Hyundai",2020,18,"Petrol","Automatic","First","Individual",1353,138,242,"FWD",4300,1790,1635,"5",50
"268","Mahindra",2022,11,"Diesel","Automatic","First","Individual",2184,130,300,"AWD",3985,1820,1844,">5",57
"269","Land Rover",2018,57.3,"Diesel","Automatic","First","Individual",2179,148,400,"AWD",4600,2069,1724,"<5",65
"270","BMW",2010,74,"Diesel","Automatic","Second","Individual",2497,177,400,"FWD",4841,1846,1468,"5",70
"271","Toyota",2019,25,"Petrol","Automatic","First","Individual",1197,82,113,"FWD",3995,1745,1510,"5",37
"272","Hyundai",2017,39,"Petrol","Automatic","Second","Individual",1591,122,154,"FWD",4270,1780,1630,"5",60
"273","Toyota",2020,45,"Diesel","Manual","First","Individual",2393,148,343,"RWD",4735,1830,1795,"<5",55
"274","Volkswagen",2015,80.852,"Petrol","Automatic","Second","Individual",1198,103,175,"FWD",3970,1682,1453,"5",45
"275","Isuzu",2018,75.592,"Diesel","Automatic","First","Individual",2999,174,380,"RWD",4825,1860,1840,"<5",65
"276","Maruti Suzuki",2014,54.42,"Petrol","Manual","First","Individual",998,67,90,"FWD",3620,1475,1460,"5",35
"277","Toyota",2015,39.78,"Petrol","Automatic","First","Individual",1798,138,173,"FWD",4620,1775,1475,"5",55
"278","Hyundai",2013,78.301,"Petrol","Automatic","Second","Individual",1197,79,113,"FWD",3585,1595,1550,"5",35
"279","Tata",2018,38,"Diesel","Manual","First","Individual",2179,148,320,"RWD",4788,1903,1791,"<5",60
"280","Hyundai",2009,126.535,"Petrol","Manual","First","Individual",1197,80,111,"FWD",3565,1595,1550,"5",35
"281","Hyundai",2016,37.079,"Petrol","Automatic","First","Individual",1591,122,154,"FWD",4270,1780,1630,"5",60
"282","Mercedes-Benz",2018,87.2,"Diesel","Automatic","First","Individual",2987,255,620,"AWD",5130,1934,1850,"<5",100
"283","Audi",2014,51,"Diesel","Automatic","Second","Individual",1968,174,380,"AWD",4385,1831,1608,"5",64
"284","Volkswagen",2013,39,"Petrol","Manual","First","Individual",1198,74,110,"FWD",3970,1682,1453,"5",45
"285","Jaguar",2017,29.999,"Diesel","Automatic","First","Individual",1999,177,430,"RWD",4795,1967,1416,"5",56
"286","Tata",2014,100.472,"Diesel","Manual","First","Individual",1948,90,190,"FWD",4810,1918,1925,"<5",65
"287","Audi",2016,84.7,"Diesel","Automatic","First","Individual",1968,174,380,"AWD",4385,1831,1608,"5",64
"288","Maruti Suzuki",2008,19.759,"Petrol","Manual","First","Individual",796,47,62,"FWD",3495,1475,1460,"5",35
"289","Hyundai",2014,56,"Petrol","Manual","First","Individual",1591,121,158,"FWD",4370,1700,1475,"5",43
"290","Hyundai",2022,3.383,"Petrol","Manual","First","Individual",998,118,172,"FWD",3995,1770,1605,"5",45
"291","Maruti Suzuki",2018,42,"Diesel","Manual","First","Individual",1248,89,200,"FWD",3995,1790,1640,"5",48
"292","BMW",2012,65,"Diesel","Automatic","Second","Individual",1995,184,380,"AWD",4648,1881,1661,"5",67
"293","Honda",2019,17,"Petrol","Manual","First","Individual",1199,89,110,"FWD",3999,1734,1601,"5",40
"294","BMW",2016,38,"Diesel","Automatic","Second","Individual",1995,188,400,"RWD",4936,1868,1479,"5",65
"295","Honda",2014,62.5,"Diesel","Manual","First","Individual",1498,99,200,"FWD",3990,1680,1505,"5",35
"296","Tata",2021,30.229,"Diesel","Automatic","First","Individual",1956,168,350,"FWD",4598,1894,1706,"5",50
"297","Porsche",2019,9,"Petrol","Automatic","First","Corporate",3436,325,390,"AWD",4491,1852,1304,">5",68
"298","Maruti Suzuki",2016,26.6,"Other","Manual","First","Individual",998,58,77,"FWD",3599,1495,1700,"5",35
"299","Maruti Suzuki",2017,86,"Diesel","Manual","Second","Individual",1248,89,200,"FWD",4490,1730,1485,"5",43
"300","Hyundai",2017,86,"Petrol","Automatic","First","Individual",1999,153,192,"FWD",4475,1850,1660,"5",62
"301","Hyundai",2013,29.135,"Petrol","Manual","First","Individual",1197,83,113,"FWD",3995,1710,1505,"5",45
"302","Volvo",2015,50.965,"Diesel","Automatic","First","Corporate",1984,150,350,"FWD",4370,1783,1458,"5",60
"303","Toyota",2014,72,"Diesel","Automatic","First","Individual",2982,169,360,"RWD",4705,1840,1850,"<5",80
"304","Mercedes-Benz",2016,28,"Petrol","Automatic","First","Individual",1991,181,300,"RWD",4686,1810,1442,"5",66
"305","Honda",2015,42,"Petrol","Automatic","First","Individual",1199,89,110,"FWD",3955,1694,1544,"5",40
"306","Mercedes-Benz",2017,11.85,"Diesel","Automatic","First","Individual",2925,282,600,"RWD",5246,1899,1494,"5",70
"307","Honda",2010,32,"Petrol","Manual","First","Individual",1198,89,110,"FWD",3900,1695,1535,"5",42
"308","BMW",2021,24,"Diesel","Automatic","First","Individual",1995,188,400,"RWD",4709,1827,1435,"5",59
"309","Land Rover",2015,50.623,"Diesel","Automatic","Second","Individual",2179,188,420,"AWD",4465,1900,1635,"5",57
"310","Mahindra",2012,85,"Diesel","Manual","Third or more","Individual",2489,95,220,"FWD",4520,1850,1895,"<5",55
"311","Hyundai",2022,1.7,"Diesel","Manual","First","Individual",1493,99,240,"FWD",3995,1770,1605,"5",45
"312","Volkswagen",2020,43.26,"Petrol","Automatic","First","Individual",1197,103,175,"FWD",3971,1682,1469,"5",45
"313","Maruti Suzuki",2015,67.738,"Other","Manual","Second","Individual",998,58,77,"FWD",3599,1495,1700,"5",35
"314","Mahindra",2019,69,"Diesel","Manual","First","Individual",2179,140,320,"AWD",4456,1820,1995,"<5",60
"315","Maruti Suzuki",2021,14.722,"Petrol","Manual","First","Individual",1197,89,113,"FWD",3845,1735,1530,"5",37
"316","Toyota",2017,29,"Diesel","Manual","First","Individual",2393,148,343,"RWD",4735,1830,1795,"<5",55
"317","Jeep",2017,60.2,"Petrol","Automatic","First","Corporate",1368,160,250,"FWD",4395,1818,1640,"5",60
"318","Maruti Suzuki",2017,140,"Diesel","Manual","First","Individual",1248,74,190,"FWD",3850,1695,1530,"5",42
"319","Honda",2017,23.798,"Petrol","Manual","First","Individual",1199,89,110,"FWD",3999,1734,1601,"5",40
"320","Honda",2011,55,"Petrol","Manual","First","Individual",1497,118,146,"FWD",4420,1695,1480,"5",42
"321","Volkswagen",2017,51,"Petrol","Automatic","First","Individual",1197,103,175,"FWD",4384,1699,1466,"5",55
"322","Honda",2014,49,"Petrol","Manual","Second","Individual",1198,87,109,"FWD",3610,1680,1500,"5",35
"323","Renault",2017,48,"Petrol","Manual","First","Individual",1498,105,142,"FWD",4315,1822,1695,"5",50
"324","BMW",2013,121,"Diesel","Automatic","First","Individual",1995,184,380,"RWD",4899,2094,1464,"5",52
"325","Ford",2013,74,"Diesel","Manual","First","Individual",1498,89,204,"FWD",4291,1722,1496,"5",43
"326","Mahindra",2012,102,"Diesel","Manual","Second","Individual",2179,140,330,"FWD",4585,1890,1785,"<5",70
"327","BMW",2018,32,"Petrol","Automatic","First","Individual",1998,248,350,"RWD",4936,1868,1479,"5",57
"328","Tata",2020,48.4,"Other","Automatic","First","Individual",1693,130,246,"FWD",3993,1811,1606,"5",52
"329","Tata",2013,97,"Diesel","Manual","First","Individual",2179,138,320,"RWD",4655,1965,1922,"<5",55
"330","Kia",2021,16,"Petrol","Automatic","First","Individual",1353,138,242,"FWD",4315,1800,1645,"5",50
"331","Porsche",2016,55.7,"Diesel","Automatic","First","Corporate",2967,241,550,"AWD",4855,1939,1705,"5",85
"332","BMW",2017,80,"Diesel","Automatic","First","Individual",2993,262,620,"AWD",4922,2004,1745,"5",80
"333","Ford",2014,115,"Diesel","Manual","First","Individual",1498,89,204,"FWD",3999,1765,1708,"5",52
"334","Hyundai",2020,74,"Petrol","Manual","First","Individual",1197,82,114,"FWD",3805,1680,1520,"5",37
"335","Hyundai",2015,61,"Diesel","Manual","First","Individual",1396,89,220,"FWD",3985,1734,1505,"5",45
"336","Toyota",2014,104.814,"Petrol","Manual","First","Individual",1798,138,173,"FWD",4540,1760,1480,"5",55
"337","Hyundai",2013,17,"Petrol","Manual","First","Individual",1797,147,177,"FWD",4530,1775,1470,"5",56
"338","Audi",2015,60,"Diesel","Automatic","Second","Individual",1968,174,380,"AWD",4385,1831,1608,"5",64
"339","Maruti Suzuki",2016,45,"Petrol","Manual","First","Individual",1197,83,115,"FWD",3850,1695,1530,"5",42
"340","Mahindra",2016,75.811,"Diesel","Manual","First","Individual",2179,138,330,"FWD",4585,1890,1785,"<5",70
"341","Mahindra",2021,3.813,"Petrol","Manual","First","Individual",1997,150,300,"AWD",3985,1820,1855,">5",57
"342","Maruti Suzuki",2016,64.928,"Petrol","Manual","First","Individual",1197,83,115,"FWD",3850,1695,1530,"5",42
"343","Maruti Suzuki",2018,68.5,"Diesel","Manual","First","Individual",1248,74,190,"FWD",3995,1735,1515,"5",37
"344","Toyota",2014,85,"Diesel","Automatic","First","Individual",2982,169,360,"RWD",4705,1840,1850,"<5",80
"345","BMW",2017,41.296,"Diesel","Automatic","First","Individual",1995,190,400,"RWD",4899,2094,1464,"5",65
"346","Honda",2013,72.567,"Diesel","Manual","First","Individual",1498,99,200,"FWD",3990,1680,1505,"5",35
"347","Maruti Suzuki",2020,4.295,"Petrol","Manual","First","Individual",998,67,90,"FWD",3636,1475,1670,"5",35
"348","Maruti Suzuki",2018,82,"Diesel","Manual","First","Individual",1248,89,200,"FWD",3995,1790,1640,"5",48
"349","Maruti Suzuki",2010,33,"Petrol","Manual","First","Individual",1298,87,113,"FWD",4160,1690,1530,"5",43
"350","Fiat",2011,54,"Petrol","Manual","First","Individual",1368,90,115,"FWD",4560,1730,1487,"5",45
"351","Hyundai",2018,68,"Diesel","Manual","First","Individual",1582,126,260,"FWD",4270,1780,1665,"5",55
"352","Honda",2022,8.53,"Petrol","Automatic","UnRegistered Car","Individual",1498,119,145,"FWD",4549,1748,1489,"5",40
"353","Hyundai",2018,46,"Petrol","Automatic","First","Individual",1999,153,192,"FWD",4475,1850,1660,"5",62
"354","Toyota",2020,26,"Petrol","Manual","First","Individual",2694,164,245,"RWD",4735,1830,1795,"<5",65
"355","Audi",2014,39.394,"Petrol","Automatic","Second","Individual",1984,208,350,"AWD",4198,1842,1353,">5",60
"356","Tata",2018,35,"Petrol","Automatic","First","Individual",1199,84,114,"FWD",3746,1647,1535,"5",35
"357","Maruti Suzuki",2019,17.881,"Petrol","Manual","First","Individual",1197,83,115,"FWD",3850,1695,1530,"5",42
"358","Honda",2014,48.409,"Petrol","Manual","Second","Individual",1497,117,145,"FWD",4440,1695,1495,"5",40
"359","Maruti Suzuki",2020,40,"Petrol","Manual","First","Individual",796,47,69,"FWD",3395,1490,1475,"5",35
"360","Audi",2017,61.643,"Diesel","Automatic","First","Individual",1968,174,380,"AWD",4385,1831,1608,"5",64
"361","Mercedes-Benz",2020,21,"Petrol","Automatic","Second","Individual",1991,241,370,"RWD",4686,1810,1409,">5",59
"362","Tata",2022,1.5,"Petrol","Manual","First","Individual",1199,118,170,"FWD",3993,1811,1606,"5",44
"363","Ford",2014,38.985,"Diesel","Manual","First","Individual",1498,99,205,"FWD",3998,1765,1647,"5",52
"364","Honda",2015,52,"Petrol","Manual","First","Individual",1199,89,110,"FWD",3955,1694,1544,"5",40
"365","Hyundai",2011,42,"Petrol","Manual","First","Individual",1197,79,113,"FWD",3585,1595,1550,"5",35
"366","Honda",2014,29.442,"Petrol","Automatic","First","Individual",1198,87,109,"FWD",3990,1680,1505,"5",35
"367","Jeep",2017,71.8,"Diesel","Manual","First","Individual",1956,171,350,"FWD",4395,1818,1640,"5",60
"368","Mercedes-Benz",2022,5,"Petrol","Automatic","First","Individual",1497,181,280,"RWD",4686,1810,1442,"5",66
"369","Hyundai",2020,18,"Other","Manual","First","Individual",1197,68,95,"FWD",3805,1680,1520,"5",60
"370","Toyota",2018,37,"Diesel","Automatic","First","Individual",2755,174,450,"RWD",4795,1855,1835,"<5",80
"371","Honda",2009,85,"Petrol","Manual","Second","Individual",1497,118,146,"FWD",4420,1695,1480,"5",42
"372","Hyundai",2018,65.555,"Diesel","Manual","Second","Individual",1186,74,190,"FWD",3995,1660,1520,"5",43
"373","Land Rover",2021,35,"Diesel","Automatic","First","Individual",1999,177,430,"AWD",4371,1996,1649,"5",66
"374","BMW",2018,87,"Diesel","Automatic","First","Individual",1995,190,400,"AWD",4657,1881,1678,"5",67
"375","Hyundai",2018,42,"Petrol","Automatic","First","Individual",1591,122,154,"FWD",4270,1780,1630,"5",60
"376","Mahindra",2018,68,"Diesel","Manual","Second","Individual",2179,140,320,"AWD",4456,1820,1995,"<5",60
"377","MG",2022,0.6,"Petrol","Manual","First","Individual",1498,108,144,"FWD",4323,1809,1650,"5",48
"378","Tata",2011,192.326,"Diesel","Manual","Third or more","Individual",2179,120,250,"FWD",4421,1780,1940,"<5",65
"379","Toyota",2013,82,"Petrol","Manual","UnRegistered Car","Individual",1998,136,182,"FWD",4555,1770,1755,"<5",55
"380","Toyota",2017,86.006,"Diesel","Manual","First","Individual",1364,67,170,"FWD",3884,1695,1510,"5",45
"381","Honda",2014,75,"Diesel","Manual","First","Individual",1498,99,200,"FWD",4440,1695,1495,"5",40
"382","Mahindra",2014,99,"Diesel","Manual","First","Individual",2179,120,280,"RWD",4456,1820,1995,"<5",60
"383","Skoda",2021,21.651,"Petrol","Automatic","First","Individual",1798,177,250,"FWD",4861,1864,1483,"5",66
"384","Hyundai",2016,84,"Diesel","Manual","First","Individual",1396,89,220,"FWD",3995,1760,1555,"5",45
"385","Mercedes-Benz",2014,65,"Diesel","Automatic","Second","Individual",2997,254,619,"AWD",4804,2141,1796,"5",70
"386","Maruti Suzuki",2017,31,"Petrol","Automatic","First","Individual",1373,91,130,"FWD",4490,1730,1485,"5",43
"387","Mercedes-Benz",2022,17,"Diesel","Automatic","First","Individual",1950,192,400,"RWD",5063,1860,1494,"5",80
"388","Mahindra",2020,28,"Diesel","Manual","First","Individual",2184,130,300,"AWD",3985,1820,1920,"<5",57
"389","Honda",2015,64,"Diesel","Manual","First","Individual",1498,99,200,"FWD",4440,1695,1495,"5",40
"390","Honda",2014,85,"Diesel","Manual","First","Individual",1498,99,200,"FWD",4440,1695,1495,"5",40
"391","Maruti Suzuki",2017,35,"Petrol","Automatic","Third or more","Individual",1197,83,115,"FWD",3995,1745,1500,"5",37
"392","Volvo",2015,44,"Diesel","Automatic","First","Individual",1984,150,350,"FWD",4370,1783,1458,"5",60
"393","Maruti Suzuki",2017,32,"Petrol","Automatic","Second","Individual",998,67,90,"FWD",3715,1635,1565,"5",35
"394","Maruti Suzuki",2016,49.857,"Petrol","Manual","First","Individual",998,67,90,"FWD",3599,1495,1700,"5",35
"395","Maruti Suzuki",2013,46,"Petrol","Manual","First","Individual",998,67,90,"FWD",3636,1475,1670,"5",35
"396","Maruti Suzuki",2008,50,"Petrol","Manual","Second","Individual",1061,67,84,"FWD",3520,1475,1690,"5",35
"397","Maruti Suzuki",2017,36,"Petrol","Automatic","First","Individual",1197,83,115,"FWD",3995,1745,1500,"5",37
"398","Renault",2021,13,"Petrol","Automatic","First","Individual",999,99,152,"FWD",3991,1750,1605,"5",40
"399","Maruti Suzuki",2018,40,"Petrol","Manual","First","Individual",1693,130,246,"FWD",3655,1620,1675,"5",32
"400","Hyundai",2013,45,"Petrol","Manual","First","Individual",998,68,94,"FWD",3515,1500,1510,"5",32
"401","Maruti Suzuki",2011,87.513,"Petrol","Manual","Second","Individual",796,47,62,"FWD",3495,1475,1460,"5",35
"402","Mercedes-Benz",2011,26,"Petrol","Automatic","First","Individual",3498,272,345,"RWD",5226,2120,1479,"5",90
"403","Maruti Suzuki",2022,3.8,"Other","Manual","First","Individual",998,58,78,"FWD",3565,1520,1564,">5",55
"404","Toyota",2018,35.123,"Diesel","Manual","First","Individual",2393,148,343,"RWD",4735,1830,1795,"<5",55
"405","Kia",2021,21,"Diesel","Automatic","First","Individual",1493,114,250,"FWD",4315,1800,1645,"5",50
"406","Hyundai",2022,2.67,"Petrol","Automatic","First","Individual",1497,113,144,"FWD",4300,1790,1635,"5",50
"407","Skoda",2016,124,"Diesel","Manual","First","Individual",1598,105,250,"FWD",4386,1699,1466,"5",55
"408","Hyundai",2016,9.889,"Petrol","Manual","First","Individual",1197,82,115,"FWD",3985,1734,1505,"5",45
"409","Honda",2021,13,"Petrol","Automatic","First","Individual",1497,118,145,"FWD",4440,1695,1495,"5",40
"410","Tata",2018,35,"Petrol","Automatic","First","Individual",1198,108,170,"FWD",3994,1811,1607,"5",44
"411","Maruti Suzuki",2017,51.145,"Petrol","Manual","First","Individual",1197,83,115,"FWD",3995,1745,1500,"5",37
"412","Mercedes-Benz",2019,13,"Diesel","Automatic","First","Individual",2987,255,620,"AWD",5130,1934,1850,"<5",100
"413","Audi",2011,56,"Petrol","Automatic","Third or more","Individual",4163,444,430,"AWD",4649,1860,1366,"5",64
"414","Mercedes-Benz",2018,45,"Diesel","Automatic","First","Individual",2143,168,400,"AWD",4656,1890,1639,"5",66
"415","Skoda",2017,82.9,"Diesel","Automatic","First","Individual",1968,174,350,"FWD",4861,1864,1483,"5",66
"416","Maruti Suzuki",2014,56.843,"Other","Manual","Second","Individual",796,47,69,"FWD",3395,1490,1475,"5",35
"417","Ford",2015,64,"Petrol","Manual","First","Individual",1196,70,102,"FWD",3795,1680,1427,"5",45
"418","Maruti Suzuki",2019,9.644,"Petrol","Automatic","First","Individual",1197,82,113,"FWD",3995,1735,1515,"5",37
